Month,median,5centile,95centile
Jan,1.92E-05,7.61E-06,4.83E-05
Feb,0.000300205,7.92E-05,0.000630273
Mar,0.003120414,0.001019911,0.007362665
Apr,0.03868645,0.014894509,0.076265713
May,0.184365654,0.092011144,0.319524719
Jun,0.33436106,0.14917657,0.57970343
Jul,0.15958547,0.082962566,0.316642994
Aug,0.05635322,0.033369403,0.101766435
Sep,0.006235361,0.003006394,0.012744561
Oct,0.000316175,9.26E-05,0.000667613
Nov,5.13E-05,1.29E-05,0.000125664
Dec,1.30E-05,2.07E-06,3.09E-05
