"detritus_so",12.5309216618131
"detritus_d",7.99356246423776
"x_detritus_s1",17.3652729851766
"x_detritus_s2",5.64697405981502
"x_detritus_s3",0
"x_detritus_d1",25.9782946792174
"x_detritus_d2",54.8198701124187
"x_detritus_d3",11.9710666262028
"xR_detritus_s1",1249.22578958266
"xR_detritus_s2",1003.220371887
"xR_detritus_s3",0
"xR_detritus_d1",3101.38548178149
"xR_detritus_d2",10993.7638862059
"xR_detritus_d3",1731.71568130194
"discard_o",0.0125675236565332
"corpse_s1",0.601860115846202
"corpse_s2",0.0886083756369846
"corpse_s3",0.248570898662899
"corpse_d1",2.74745177185181
"corpse_d2",0.9729792683586
"corpse_d3",0.207922761996492
"ammonia_so",64.4109887683247
"ammonia_d",39.1454218156402
"x_ammonia_s1",0.474122501512895
"x_ammonia_s2",0.0919691714781576
"x_ammonia_s3",0.062725801959779
"x_ammonia_d1",0.756226271276353
"x_ammonia_d2",0.529873702118035
"x_ammonia_d3",0.0837544971608676
"nitrate_so",189.190469246237
"nitrate_d",113.728786586601
"x_nitrate_s1",0.023978078232644
"x_nitrate_s2",0.027176832667648
"x_nitrate_s3",0.179261778235031
"x_nitrate_d1",0.0674388909412384
"x_nitrate_d2",0.466567348551128
"x_nitrate_d3",0.18876096319625
"phyt_so",0.101940874829778
"phyt_d",0.0483947398962595
"herb_o",4.44338090348836
"carn_o",1.94551483068036
"benthslar_o",0.110838322233507
"benths_o",32.6103070173554
"benthclar_o",2.33485978965716e-07
"benthc_o",1.26326913935704
"fishp_o",36.5747041669925
"fishplar_o",3.84769456169692
"fishd_o",14.1836441410156
"fishdlar_o",4.88279513820796e-06
"fishm_o",24.3732055367621
"bird_o",0.0195667244196513
"detritus_si",1.54327631288709
"ammonia_si",25.847637570742
"nitrate_si",67.1672853061383
"phyt_si",0.107161935564351
"benthslar_i",0.00302195223432308
"benthclar_i",1.38254151062361e-08
"benths_i",5.96154363401827
"benthc_i",0.100867674914554
"discard_i",0.00222241307794188
"herb_i",2.01758549066265
"carn_i",0.763137015642645
"fishplar_i",0.714388097033994
"fishdlar_i",7.77748430902838e-07
"fishp_i",8.68210465437204
"fishm_i",0.834597636753555
"fishd_i",2.81197853160178
"bird_i",0.00302775949483691
"seal_o",0.0600949779719023
"seal_i",0.0113445567475911
"ceta_o",0.167690717054959
"ceta_i",0.0218714057746465
"corpse_s0",0.0126678998389516
"corpse_d0",0.0154474826900956
"kelpC",335.478690636553
"kelpN",48.9457821115813
"kelpdebris",2.86748619537812
